input,target
"HOLLAND VERY-WET , EASY GROW .","Holland is very wet, so it's easy to grow them."
WOMAN SHE NEED CHAIR SHE .,The woman needs a chair.
"L-I-S-A , SHE-TELL-I J-O-K-E-VERY-FUNNY !",Lisa told me a joke; it was very funny!
BOOK MANY SHE PUT-HERE .,She put many books here.
BEFORE I GO-THERE HOLLAND VISIT THERE FLOWER PLACE .,I went to Holland and visited a flower place.
"BROAD-SHOULDERS , HAVE MUSTACHE .",He has broad shoulders and a mustache. 
"FINISH , DIVE-IN WATER SWIM .","Then, we were for a swim."
WRITE PLEASE .,"Would you write it, please?"
WHY ? WRONG ?,Why? What's wrong?
NOW RESEARCH-REPEATEDLY SIGN WHAT-FOR? UNDERSTAND LANGUAGE .,"Now, they're doing a lot of research on sign language to understand language."
DO-WHAT YOU ?,What are you going to do about it?
YOU LIKE BANANA ?,Do you like bananas?
"SUPPOSE SIGN CLASS PARTY , DO-DO YOU SUGGEST ?","If you were to sign up for a class party, what would you suggest doing?"
YOUR TOOTH MISSING .,Your tooth is missing.
I HAVE NONE MONEY .,I don't have any money.
TERRIFIED I .,I am terrified.
"I BROTHER ONE , SISTER TWO .",I have 1 brother and 2 sisters.
ERASE BOARD DON'T PLEASE .,Please don't erase the board.
FRIDAY HAWAII RAIN EIGHTY-THREE DEGREES .,Friday in Hawaii will be eighty-two degrees and rainy.
YOU EAT FISH EVERY-FRIDAY ?,Do you eat fish every Friday?
J-O-H-N I CURIOUS WORK HE SHOW-UP  .,I wonder if John will show up to work.
BEFORE TEST YOU WORRY ?,Do you worry before a test?
RIGHT ADDRESS TOMORROW YOU-TELL-I .,You tell me the right address tomorrow.
CAT ESCAPE HOW ?,How did the cat escape?
CONTROL BUILD WHERE ?,Where's the administration building?
"YOU FEEL ANXIOUS , WHEN ?",When do you feel anxious?
VETERAN'S DAY WHEN? THURSDAY NOVEMBER ELEVEN .,"Veteran's Day is Thursday, November eleventh."
"BEFORE , I YOUNG , MY GIRLFRIEND , I , TWO-OF-WE , LIBRARY GO-THERE-REPEATEDLY .","Before, when I was young, my girlfriend and I used to go to the library all the time."
YOU HAVE BABY ?,Do you have a baby?
"THAT CAKE , I HOPE FATHER SUCCEED PERSUADE MOTHER EAT .","That cake, I hope my father manages to persuade my mother to eat it."
GIRL PAINT BOY FACE .,The girl paints the boy's face.
I WORRY-REPEATEDLY . I BECOME SICK U-L-C-E-R WILL .,I worry a lot. I'm going to get an ulcer.
HE SAYS ANYTHING POSSIBLE !,He says anything is possible!
"L-E-E , HIS FATHER , SICK .",Lee's father is sick.
"TWO-YEARS-AGO I VACATION , WONDERFUL .","Two years ago, I had a wonderful vacation."
I LIKE TYPING .,I like typing.
"SUPPOSE SHIRT NONE , SHOES NONE , WILL STORE ALLOW YOU ENTER ?","If you have no shirt and no shoes, will a store allow you to enter?"
PAST WEEKEND YOU WHAT-DO ?,What did you do last weekend?
TODAY VERY-HOT .,It's very hot today.
BEFORE TIME I SEE SHE LONG-AGO SIX YEAR .,The last time I saw her was six years ago.
SICK-CONTINUALLY I .,I am always sick.
YEAR NINETEEN-SIXTY-SEVEN L-I-L-L-Y DIED .,Lilly died in 1967.
"I-BOTHER-YOU , NOTHING !",I'm not bothering you!
MY BIRTHDAY A-U-G TWENTY-EIGHT .,My birthday is August 28th.
WHICH CITY ?,What city?
YOURSELF YOU-EXPLAIN-SHE P-A-T .,You explain to Pat.
LAST-YEAR MY SISTER MOVE-TO F-L-A .,Last year my sister moved to Florida. 
LAUGH GOOD FOR YOUR MENTAL HEALTH .,Laughter is good for your mental health.
MY BROTHER DIED WHERE? LOUISIANA .,My brother died in Louisiana.
C-S-U-S YOU GO-TO ?,Are you attending CSUS?
BEFORE VACATION NEW CAMERA BOUGHT I .,I bought a new camera before my vacation.
HAPPY PRIDE MONTH FROM WE SIGNING SAVVY TEAM .,Happy Pride Month from the Signing Savvy team.
OLYMPICS SILVER MEDAL HE WON .,He won the silver medal in the Olympics.
BREAKFAST EGG TOAST I EAT FINISH .,I ate an egg with toast for breakfast.
BLUE AGREE .,Blue agrees with you.
TWO-OF-YOU FREQUENT HERE . RIGHT ?,"You two come here often, right?"
I-MEET-YOU YOUR HOUSE .,I'll meet you at your house.
TODAY WEATHER FORECAST HURRICANE .,Today's weather forecast is a hurricane.
MY GRANDFATHER FROM WHERE? VIRGINIA .,My grandfather is from Virginia.
BEFORE TEST YOU FEEL NERVOUS YOU ?,Do you get nervous before a test?
GRADUATE UNIVERSITY IOWA .,I graduated from Iowa University.
STOMACHACHE I .,I have a stomachache.
ME TAKE-UP ASL WHY I ENJOY .,I am taking ASL because I enjoy it.
SEVEN TAN PANTS I HAVE .,I have 7 tan pants.
HE DON'T-LIKE MOVIE HE .,He doesn't like the movie.
TICKET TOMORROW YOU-PAY-I .,I'll pay you for the ticket tomorrow.
I HAVE THREE BOSS .,I have three bosses.
YOUR HOME INSIDE YOUR FAVORITE ROOM WHICH? DESCRIBE .,Describe your favorite room in your dwelling.
DIFFERENT-THINGS .,Different things.
MAYBE YOU CAN NOT DECIDE TWO SPORTS .,Perhaps you can't decide between two sports.
YOU DRUNK BEFORE ?,Have you ever been drunk before?
BIRTHDAY PARTY I PLAN NONE! SHE DISAPPOINT WILL  .,"I didn't plan her birthday party, she'll be so disappointed!"
"YOU DRIVE-TO N-Y , YOU BE-CAREFUL-CONTINUALLY .","When you drive to New York, be careful the whole time."
"PARENT ALWAYS TELL-YOU SCHOOL IMPORTANT , YOU THINK THEY EXAGGERATE ?",Do you think parents exaggerate the importance of school?
AUTHOR I .,I'm an author.
NOW I WORK I .,I am working now.
BASEBALL GAMES HOT DOGS I ALWAYS EAT .,I always eat hot dogs at baseball games.
HIMSELF READ BOOK MANY .,He reads many books.
TODAY MICHIGAN RAIN FORTY-EIGHT DEGREES .,Today in Michigan will be forty-eight degrees with rain.
YOUR FRIEND THERE .,Your friend is over there.
HOW SIGN B-O-T-T-O-M ?,How do you sign bottom?
YOU LIKE MATH ?,Do you like math?
MY DAD OLD .,My dad is very old.
CALIFORNIA T-H-A-D LIVES .,Thad lives in California.
DEAF GROUP I LIKE GO-THERE-REPEATEDLY CHAT .,I like to go often to talk with deaf people.
SATURDAY HAWAII WINDY SEVENTY-EIGHT DEGREES .,Saturday in Hawaii will be seventy-eight degrees and windy.
BACK YEAR NINETEEN-EIGHTY-EIGHT GALLAUDET UNIVERSITY HAPPEN WHAT? FAMOUS PROTEST CALLED DEAF PRESIDENT NOW .,There was a famous protest at Gallaudet University in 1988 called Deaf President Now.
NOT HERE I .,I won't be here.
HIS NIECE SHE-HELP-YOU WILL .,His niece will help you.
"THAT COOKIE , I HOPE SISTER SUCCEED PERSUADE MOTHER EAT IT .","That cookie, I hope my sister manages to persuade my mother to eat it."
I PREFER EAST U-S .,I prefer the Eastern United States.
"SUPPOSE I FORGET , DO-WHAT YOU ?",What will you do if I forget?
THAT-ONE YOU GOOD-FRIEND MY BROTHER YOU ?,Are you the one that's a good friend of my brother?
J-U-D-Y DEAF .,Judy is deaf.
MY FRIEND BUY HOUSE COST THIRTEEN-THOUSAND-DOLLAR-VERY-CHEAP .,"My friend is buying a house for $13,000-very cheap."
OPEN-BOOK PAGE SIX .,Open the book to page 6.
MY DOCTOR OFFICE RECEPTIONIST NOT FRIENDLY .,The receptionist at my doctor's office is not friendly.
MY DAUGHTER OLD THIRTEEN QUOTE OLD SOUL .,My thirteen year old daughter is an old soul.
TWO CHILDREN I HAVE . ONE BOY ONE GIRL .,"I have 2 children, 1 boy and 1 girl."
YOU STUDY FINISH YOU ?,Have you finished studying ASL?
HE LEARN SIGN WILL HE .,He will learn sign language.
HEAR YOU ?,Are you hearing?
I HATE CARS .,I hate cars.
TIME TEN-THIRTY AM SKIING RACE .,The skiing race is at 10:30 am.
CAN'T PARK-CAR I .,I couldn't park.
TOMORROW SCHOOL I GO .,"Tomorrow, I will go to school."
I FINE . HOW YOU ?,I am fine. How are you?
"KNOW TABLE , YOUR BOOK++ ON .","You know the table, your books are on it."
WHO READ CAN'T WHO ?,Who can't read?
FOR-I BOX BRING CAR DON'T-MIND ?,Would you mind bringing a box for me in your car?
MY MOTHER BIRTHDAY NEW SEWING MACHINE I GAVE .,I gave my mother a new sewing machine for her birthday.
TOMORROW SISTER OLD FIVE .,"Tomorrow, my sister will be five years old."
I LIKE AUTUMN BEST .,I like autumn best.
YOU WANT I SIGN FAST ?,Do you want me to sign fast?
SCHOOL MY FAVORITE CLASS WHAT ? CHEMISTRY .,Chemistry is my favorite class in school.
YOUR BOSS NAME ?,What is your boss's name?
HAVE CHILDREN ?,Do you have any children?
MY FAVORITE AUTHOR WHO? M-A-R-K T-W-A-I-N  .,My favorite author is Mark Twain.
WE LOOKING FOR ROOM THIRTY-FOUR WHERE ?,"We are looking for room 34, where is it?"
MY FATHER NOT SHOW-UP .,He didn't show up.
TOMORROW I GO-AWAY TIME TEN .,Tomorrow I'm going at 10:00.
CHURCH JOIN WHICH ?,Which church do you belong to ?
NEXT-WEEK THURSDAY EAT SISTER HOUSE .,Next Thursday we'll eat at my sister's house.
ONE OF MY FAVORITE CUSTOMERS WHO? M-R S-H-E-L-T-O-N  .,Mr. Shelton is one of my favorite customers.
"TEST , YOU THINK NOTHING-TO-IT .",Do you think tests are easy?
YOU THINK CHILDREN SHOULD CHANGE UNDERWEAR DAILY ?,Do you think that children should change their underwear every day?
I HATE TREES .,I hate trees.
I STAY-HERE ONE-WEEK WITH SISTER FINISH I GO-THERE VISIT MOTHER .,"I'm staying here for a week with my sister , then I'll go and visit my mother."
TWO PIES B-E-T-H ATE .,Beth ate two pies.
MY MOTHER SHORT .,My mother is short.
MEAN ?,What do you mean?
SECOND-A-MOTION .,I second the motion.
WELL DEAF SMALL WORLD .,The deaf world is a small one.
YESTERDAY MY DOG DIE . SINCE I FEEL-NONE .,Yesterday my dog died. I haven't felt anything.
"HE GO-AWAY VACATION ONE-WEEK , HIT LAID-UP SICK .",He went on vacation for a week and unexpectedly became ill.
CHEESECAKE PIECE I REALLY WANT .,I really want a piece of cheesecake.
F-I-N-E HOW SIGN ?,How do you sign the word 'fine'?
HE OLD-FORTY APPROXIMATELY .,He's about 40.
YESTERDAY FRIEND HE LEARN NONE SIGN .,My friend didn't learn any signs yesterday.
I QUESTION .,I have a question.
PET YOU HAVE ?,Do you have a pet?
"HIDE , SEARCH YOU LIKE PLAY ?",Do you like to play hide and seek?
"YES , TOMORROW TIME THREE HAVE MEETING .","Yes, there's a meeting at three o'clock tomorrow."
"I-ASK-TO-YOU , ONE-WEEK MONDAY , YOU-GO-TO CLASS RIGHT YOU ?","Let me ask you something. You're going to go to class next Monday, right?"
R-A-J KNOW-WELL PAPER FINISH GIVE SHE .,Raj knows he gave the paper to her.
L-O-U-I-E MY FRIEND .,Louie is my friend.
"IF VALUABLE , I SAVE .","If it is valuable, I'll save it."
SHE DON'T-WANT CAT ?,She doesn't want the cat?
YOU LIKE BANANA PIE YOU ?,Do you like banana pie?
"H-A-R-R-Y , I-EXPLAIN-REPEATEDLY , STILL UNDERSTAND NONE .","To Harry, I explain over and over and over again and still he doesn't understand."
YESTERDAY I SICK I .,I was sick yesterday.
LAST NIGHT S-A-L-L-Y J-E-N-N-Y THEY-TWO FIGHT !,Sally got into a fight with Jenny last night!
NEVER FORGET I GO-THERE EUROPE .,I'll never forget going to Europe.
TUESDAY COLORADO SUN WARM TWENTY-FIVE DEGREES .,Tuesday in Colorado it will be warm at twenty-five degrees.
YOU LIVE BASEMENT APARTMENT ?,Do you live in a basement apartment?
"ARIZONA HOT , COLD WHICH ?",Is Arizona hot or cold?
"DON'T-MIND ADOPT I , PLUS MYSELF BORN ONE-TO-TWO .",I don't mind adoption if I can have one or two of my own.
SHE STILL SPEAK FRENCH .,She still speaks French.
NOT-YET .,Not yet.
"ALLIGATOR , YOU WANT FOR PET ?",Do you want an alligator as a pet?
I EAT-CONTINUALLY .,I ate a lot.
MOST RIVER STRAIGHT ?,Which river is the straightest?
I HARD-OF-HEAR .,I am hard of hearing.
VERY-HOT IT .,It's very hot.
"TEST , I NEVER MEMORIZE D-A-T-E .",I never memorize dates for tests.
DAILY ROOM DIFFERENT-REPEATEDLY .,Everyday a different room.
MY FARM HAVE WHAT? MORE-THAN ONE-HUNDRED PIGS .,I have more than 100 pigs on my farm.
MY NIECE OLD SIXTEEN .,My niece is sixteen years old.
YOU WALK YOU NEW YORK ?,You walked to New York?
SHINY PENNIES I COLLECT .,I collect shiny pennies.
I HATE BALLS .,I hate balls.
"THIS CITY , YOU THINK NICE ?",Do you think this city is nice?
PEOPLE MANY WANT MOVE-TO A-R-I-Z-O-N-A .,Many people want to move to Arizona.
YOU LIKE COLOR BLUE ?,Do you like the color blue?
RHODE ISLAND WHERE? EAST .,Rhode Island is in the east.
TODAY RAIN GAME CANCEL .,"If it rains today, the game will be cancelled."
MY PARENTS LIVE THERE .,My parents live there.
CAT DOG CHASE .,"The cat, the dog chased it."
BACON EGGS TOAST ENJOY I .,"I love bacon, eggs, and toast."
PRICE TOTAL ?,What was the total?
HE SICK-REPEATEDLY .,He's sick all the time.
C-A-B-L-E NONE .,I do not have cable service.
YOU LIKE CORN ON THE COB SALAD WHICH ?,Which do you like corn on the cob or salad?
I HAVE BOOK .,I have the book.
"SUPPOSE TOMORROW COLD , I STAY HOME I .","If it is cold tomorrow, I am staying home."
"NO , I CAN'T I .","No, I can't."
"S-F , FUTURE I MOVE-TO , WAIT ONE-WEEK FINISH , TRY FIND JOB .","I'll move to San Francisco, wait one week, then try to find a job."
PLANT NEED WATER .,"The plant, it needs water."
TRUE !,It's true!
HOW COME-TO HOW ?,How did you come here?
"MILK , SUPPOSE LEAVE HOUR , WILL RUIN ?",Will leaving milk out for an hour ruin it?
EVERY NIGHT BEFORE BED POETRY I LOVE READ .,I love to read poetry every night before bed.
SHE-TOLD-I I WILL GET TODAY .,She told me I would get it today.
R-O-Y H-O-L-C-O-M-B HE DEAF TEACHER INVENTED TERM T-O-T-A-L C-O-M-M-U-N-I-C-A-T-I-O-N TOTAL COMMUNICATION .,Roy Holcomb was a deaf teacher who coined the term total communication.
DEAF HISTORY INCLUDE WHAT? HISTORY AND CULTURE .,Deaf history includes the history of deaf people and their culture.
T-I-M HIS T-SHIRT BLUE .,Tim's T-shirt is blue.
DEAF PEOPLE COMMUNICATE THROUGH TELEPHONE HOW ? USE TTY .,Deaf people use a teletypewriter to communicate over the phone.
"YOUR CAR , SIZE MOTOR ?",What is the size of the motor in your car?
"GRADUATION , INTERPRET-CONTINUALLY . FINISH , FEET HURT .","For graduation, I interpreted continually. When it was finished, my feet hurt."
MY FRIEND TYPE T-E-R-M PAPER . TYPE ALL-NIGHT .,My friend typed her term paper. She was typing all night.
BETTER NOT .,Better not.
I TIRED I .,I am tired.
EARTH-QUAKE IN CALIFORNIA NEAR L-A .,There was an earthquake in California near Los Angeles.
I DON'T LIKE BABIES .,I don't like babies.
PAST WEEKEND WHAT DO YOU ?,What did you do last weekend?
I READ BOOK INTERESTING .,I read an interesting book.
"ONE-WEEK-PAST , CLASS PARTY , REMEMBER YOU , WOMAN HOLD-CUP SPILL-DRINK . LIQUID-SPILL-ON REMEMBER YOU ?",You remember at last week's class party a woman was holding a cup and spilled her drink on me.
I HAPPY I-MEET-YOU .,I'm happy to meet you.
MAN NEVER INTERACT DEAF HE .,The man never associates with deaf people.
YOU LIKE MONDAY ?,Do you like Mondays?
SELF WILL MAKE .,I'll do it myself.
FOUR-OF-YOU AGE FOURTEEN ?,Are the four of you 14 years old?
GOOD JOKE YOU KNOW ANY ?,Do you know any good jokes?
"KNOW++ CHICAGO , L-E-E FINISH MOVE-TO .","You know Chicago, Lee just moved there."
FATHER-MOTHER DEAF ?,Are your parents deaf?
A-N-N-E BOOK PUT DOWN .,"Anne, put down the book."
"REALLY ? I STUDY WITH YOU , DON'T-MIND YOU ?",Is that so? Do you mind if I study with you?
COMB WHERE ?,Where is the comb?
ASL TEACH+AM YOU ?,Are you a teacher?
A CHILD IS STANDING ON A TABLE .,A child is standing on a table.
"WORK FINISH , YOU-SUMMON-I .","When you're finished working, call me."
"PAST , SUPPOSE I WANT TRAVEL , TRAVEL A-G-E-N-T HELP-I ALWAYS .","In the past if I wanted to travel, a travel agent always helped me."
DURING SUMMER VACATION YOU STUDY ?,Do you study during summer vacation?
"MUSTACHE , WHO HAVE ?",Who has a mustache?
"OTHER TABLE , I COPY .",I copied them from another table.
I GO-BY-TRAIN .,I'm going by train.
VERMONT WYOMING WHICH ?,Vermont or Wyoming?
YOUR COUSIN HOW OLD ?,How old is your cousin?
C-A-B PHONE BECKON PLEASE .,"Would you call me a cab, please?"
TWO-OF-THEY HAVE EYES BROWN .,They have brown eyes.
YOU LIKE BOOKS ?,Do you like books?
YOU LIKE COFFEE TEA WHICH ?,Which do you like coffee or tea?
YOU LIKE DISCUSS FOOTBALL YOUR DAD ?,Do you like discussing football with your dad?
TWO-OF-THEY ENGAGED SINCE ?,How long have the two of them been engaged?
FUTURE I-GIVE-SHE DAUGHTER .,"In the future, I'll give it to my daughter."
INDIANAPOLIS DEAF CLUB MY PARENTS MEMBERS .,My parents are members of the Indianapolis Deaf Club.
YOU KNOW I YOU .,You know me.
CAT EXPENSIVE .,The cat isn't expensive.
"ENGLISH , YOU LIKE STUDY ?",Do you like studying English?
NOT INTERESTED I .,I am not interested.
"FOUR-WEEKS-AGO , GAME YOU-CHALLENEGE-HE WHAT ?",In what game did you challenge him four weeks ago?
"YOU FEEL HOT , COLD ?",Do you feel hot and cold?
"L-U-I-S NOT BUY TOMATO , NOT HE .","Luis does not buy tomatoes, he doesn't"
SHE SKILL FLATTERY SHE .,She's very good at flattery.
GRANDFATHER VISIT C-L-E-V-E-L-A-N-D FINISH .,Grandfather has already visited Cleveland.
YOU LIKE CHAT PHONE ?,Do you like to chat on the phone?
YOU AFRAID HIGH ?,Are you afraid of heights?
MY DAUGHTER SINGING WRONG QUIET WHY? SHE FALL-ASLEEP .,My daughter was singing when all went quiet. She had fallen asleep.
FAMOUS PAINTING SOLD AUCTION HOW-MUCH? ONE MILLION DOLLARS .,The famous painting sold for a million dollars at the auction.
PAST THINK PLAY NEW-YORK JETS .,I think he used to play for the New York Jets.
CHILDREN COME-HERE HOW-MANY ?,How many children are coming?
"ONE-WEEK , WIFE FLY-TO HERE .","Next week, my wife's flying here."
"FROM L-A , CALIFORNIA .","I am from Los Angeles, California."
BEFORE YOU FLY-HERE YOU .,You flew here before.
"BOY STAND BESIDE CHAIR , HE MY BROTHER .",The boy standing beside the chair is my brother.
EXCUSE-I .,Excuse me.
MY HAT GRAB WHO ?,Who took my hat?
"YOU THINK MOST DOG FRIENDLY , MEAN , WHICH ?",Do you think most dogs are friendly or are they mean?
I GO-TO MEETING ROCHESTER .,I went to the meeting in Rochester.
TELL !,Tell her!
IT ACCEPT I .,NTID accepted me. 
TODAY WHAT? A-P-R-I-L F-O-O-L-S DAY .,Today is April Fools' Day.
"SUPPOSE TONIGHT SNOW , TOMORROW YOU CANCEL SCHOOL .","If it snows tonight, then you will cancel school tomorrow."
BUILDING HISTORY LEARN ABOUT I LIKE .,I like to learn about a building's history.
"THERE ELEVATOR DOWN FIRST FLOOR , RIGHT , THERE OUT .","Take the elevator down to the first floor, turn right, and there's the exit."
WORLD NOW HAVE CHILDREN MANY .,The world already has too many children.
COLOR FAVORITE WHAT ?,What is your favorite color?
I LOVE PIANOS .,I love pianos.
REALLY ? SHE DEAF ?,Oh really? She's deaf?
TOMORROW CLASS DON'T FORGET BRING PENCIL .,Don't forget to bring a pencil to class tomorrow.
LAST-WEEK I VACATION .,Last week I was on vacation.
"BASEBALL GAME TWO TICKETS , I BUY FINISH .",I have bought two tickets to a baseball game. 
THIEF COP FINISH HE-CATCH-EACH-OF-THEY .,The cop caught each of the thiefs.
HE GREW UP N-E-V .,He grew up in Nevada.
EXERCISE YOU WANT ?,Do you want to exercise?
THREE BOOK I HAVE .,I have three books.
I LOVE BALLS .,I love balls.
I-HELP-YOU .,I help you.
TREE CLIMB SAME-AS MONKEY MY DAUGHTER CAN .,My daughter can climb a tree like a monkey.
YOU PREFER HAIR-YELLOW ?,Do you prefer blonde hair?
"RESTAURANT YOU LIKE EAT , NAME ?",What is the name of the restaurant you like to eat at?
I CHILDREN THREE .,I have 3 children.
DESSERT YOU WANT ?,Would you like dessert?
HE CO-FOUNDED FIRST RESIDENTIAL SCHOOL U-S CALLED AMERICAN SCHOOL DEAF A-S-D WHERE ? HARTFORD C-O-N-N . YEAR EIGHTEEN-NINETY-FOUR GALLAUDET COLLEGE NAMED AFTER HE .,"He co-founded the first school for the deaf called the American School for the Deaf in Hartford, Connecticut. It was named in honor of him in 1894."
BORED I-PRESENT-YOU-REPEATEDLY MONEY .,I'm tired of having to give you money all the time.
"MY TEACHER , DEAF .",My teacher is deaf.
TOMORROW BROTHER OLD SIX .,"Tomorrow, my brother will be six years old."
FINGERSPELL AGAIN ?,Can you fingerspell that again?
"ONE-WEEK , TWO-WEEK FINISH .","In one or two weeks, it's over."
YOU EXERCISE WANT ?,Do you want to exercise?
"MAN BLUE COAT , HE NICE .","The man in the blue coat, he is nice."
"P-A-U-L-A , SHE FORGET PAPER .",Paula forgot the paper.
WEIGHT HOW-MUCH IT ?,How much does it weigh?
ENTER COLLEGE WRONG JUNIOR SICK LEAVE .,"I entered college and then on my third year, I got sick and had to leave."
EUROPE WRITER TRAVEL WHY? NEED INSPIRATION FOR HER NEXT BOOK .,The novelist traveled through Europe looking for inspiration for her next novel.
